prediction,reference,f1,em,tokens_used,num_api_calls,error
"The ancestors of Patsy Mink, the congresswoman who introduced the Women's Educational Equity Act (WEEA), were **Japanese**. Mink was a third-generation Japanese American.",Japanese,0.08333333333333333,0,5200,5,
"The singer of ""Kissin U,"" Miranda Cosgrove, is known for being listed in the Guinness World Records in 2012 as the **highest paid child actress**.",highest paid child actress,0.2758620689655173,0,4941,5,
Woman's Viewpoint,Woman's Viewpoint,1.0,1,3282,4,
Benjamin Wills Newton,Benjamin Wills Newton,1.0,1,6108,4,
Video games,video games,1.0,1,4157,4,
,Solange,0.0,0,1171,1,Actor failed: APITimeoutError: Request timed out.
Néstor Kirchner,Néstor Kirchner,1.0,1,5345,4,
,Chinese Crested Dog,0.0,0,1192,1,Actor failed: APITimeoutError: Request timed out.
"No. While **I'm the Boss!** is a negotiation game where players both compete and cooperate, **Finance** is a competitive board game similar to Monopoly where players purchase properties to bankrupt opponents.",no,0.0625,0,4609,4,
,Henry Beebee Carrington,0.0,0,1241,1,Actor failed: APITimeoutError: Request timed out.
Virginia Ruano Pascual,Virginia Ruano Pascual,1.0,1,3652,4,
Red Hot Chili Peppers,Red Hot Chili Peppers,1.0,1,4672,4,
"The singer of the song ""Love Crime"" is Siouxsie Sioux, who is **English**.",English,0.14285714285714288,0,4905,5,
Athletics director,athletics director,1.0,1,5540,5,
1727,1727,1.0,1,4420,5,
,211 Central Park West,0.0,0,979,1,Actor failed: APITimeoutError: Request timed out.
No,no,1.0,1,4488,5,
Trey Parker and Matt Stone,Trey Parker and Matt Stone,1.0,1,4755,5,
Eddy Mazzoleni was born in the **Lombardy** region of Italy (specifically in the city of Bergamo).,"Lombardy, northern Italy",0.21052631578947367,0,4176,5,
Justin Chancellor,Justin Chancellor,1.0,1,5200,5,
Higbee's,Higbee's,1.0,1,5594,5,
,Donald Trump,0.0,0,1381,1,Actor failed: APITimeoutError: Request timed out.
The Hong Kong Stock Exchange,The Stock Exchange of Hong Kong Limited,0.8333333333333333,0,5357,5,
Alexandre Aja,Alexandre Aja,1.0,1,5702,5,
Australia,"New South Wales, Australia",0.4,0,3117,4,
1651,in 1651,0.6666666666666666,0,7714,4,
1914,1914,1.0,1,3999,4,
Asa Candler,Asa Candler,1.0,1,3515,4,
Yes,yes,1.0,1,3880,4,
Alex Garland,Alex Garland,1.0,1,3516,4,
"Based on the provided context, the painting is **Landscape with Obelisk** (by Govert Flinck), which was one of 13 works stolen from the **Isabella Stewart Gardner Museum** in Boston during the early hours of March 18, 1990 (discovered on March 19). The museum initially offered a $5 million reward for the recovery of the stolen works.",Landscape with Obelisk is painting by Dutch artist Govert Flinck,0.24242424242424243,0,7881,5,
Labatt Open,Labatt Brewing Company,0.4,0,4939,5,
"The folklore to which Huldra belongs is representative of **Scandinavia** (specifically **Norway**, **Sweden**, and the **Sámi** region), with connections to **Germany** (via the figure Holda).","Norway, Sweden, Finland, Denmark, Iceland and the Faroe Islands",0.23529411764705882,0,4162,4,
New Holland,New Holland,1.0,1,4554,5,
Peter Rufai,Peter Rufai,1.0,1,5109,5,
Peter Rees,Peter Rees,1.0,1,5174,5,
1856,1856,1.0,1,4372,5,
Ogunquit,Ogunquit,1.0,1,4399,5,
10 August 1397,10 August 139727,0.6666666666666666,0,11185,9,
The section around the crossing of the River Ribble (also known as the Ribblehead section) of the Lancaster Canal was never completed.,The section around the crossing of the River Ribble,0.5806451612903226,0,5785,5,
"Elmhurst, Illinois","Elmhurst, Illinois",1.0,1,5504,5,
Free Wired,Free Wired,1.0,1,4712,5,
Changchun,Changchun,1.0,1,3732,4,
Sam Bradford,Samuel Jacob Bradford,0.4,0,5432,5,
Brenda VanLengen,Brenda VanLengen,1.0,1,4535,5,
"No, only Mathieu Kassovitz is an actor; Waris Hussein is a director.",no,0.15384615384615385,0,3624,4,
"Lt. Robin Crusoe, U.S.N.",Lt. Robin Crusoe USN,1.0,1,3614,4,
"The Las Vegas Hilton, which hosted the 38th Annual Daytime Emmy Awards in 2011 (now known as the Westgate Las Vegas Resort & Casino), has **2,956** hotel rooms.","2,956",0.07142857142857142,0,6537,6,
"Thomas Howard, 21st Earl of Arundel","Thomas Howard, 21st Earl of Arundel",1.0,1,6642,5,
Assata Shakur,Assata Shakur,1.0,1,4694,5,
Basque pelota,Basque pelota,1.0,1,4617,5,
Radio,radio,1.0,1,4599,5,
Cleveland,Cleveland,1.0,1,4149,4,
Betty Lynn,Betty Lynn,1.0,1,4602,4,
Steven Gould,Steven Gould,1.0,1,6163,4,
Lisbon,Lisbon,1.0,1,4145,5,
Michigan,Michigan,1.0,1,3947,4,
Aurangabad,Aurangabad,1.0,1,4876,5,
9,nine,0.0,0,5014,5,
"No, they did not. Jean Giono wrote fiction mostly set in the Provence region of France, whereas Isaac Asimov was known for writing science fiction.",no,0.07692307692307693,0,4453,4,
Jean-Pierre Jeunet and Marc Caro,Jean-Pierre Jeunet and Marc,0.888888888888889,0,3925,5,
"Yes, Alek Keshishian has been the writer for more films than Mark Krikorian. Alek Keshishian is a film director and writer, whereas Mark Krikorian is known as the executive director of the Center for Immigration Studies and has no film writing credits.",yes,0.046511627906976744,0,4844,4,
,2048: No Escape or 2048: Nowhere to Escape,0.0,0,2105,1,Actor failed: APITimeoutError: Request timed out.
"John Hager (known as ""DOK"")",John Hager,0.5714285714285715,0,3865,4,
,from 1971–74,0.0,0,2829,1,Actor failed: APITimeoutError: Request timed out.
"No, only **Sorghastrum** is a genus of grass. **Calocedrus** is a genus of coniferous trees (commonly known as incense cedar) in the cypress family.",no,0.07999999999999999,0,3311,4,
,sixth,0.0,0,1296,1,Actor failed: APITimeoutError: Request timed out.
Bradley Cooper,Bradley Charles Cooper,0.8,0,6563,5,
"The **Deutschlandlied** was officially reinstalled as the national anthem of West Germany in 1952, replacing *Ich hab' mich ergeben*, which had served as an unofficial anthem from 1949 to 1952.",Deutschlandlied,0.06451612903225806,0,3654,4,
Starman and Robin,"""Starman"" and ""Robin""",1.0,1,5056,5,
Panzer VIII Maus,Panzerkampfwagen VIII Maus,0.6666666666666666,0,5551,5,
10 years,ten years,0.5,0,6284,5,
"Dickran Tevrizian was born first (1940), while Christy Canyon was born in 1966.",Dickran M. Tevrizian Jr.,0.23529411764705882,0,3248,4,
Mary Patterson (later Mary Patterson Langston),Mary Patterson,0.5,0,6631,6,
The Third Jewish–Roman War (or the Third Jewish Revolt),Second Revolt of Judea,0.15384615384615383,0,5215,5,
"The brand and buying group is **Nisa**, which is located in the **United Kingdom**.",the United Kingdom,0.35294117647058826,0,4510,5,
Margaret Court Arena,Margaret Court Arena,1.0,1,4921,5,
"Based on the provided documents, **Nick Carter** has released more solo albums.

*   **Nick Carter** has released **three** solo albums: *Now or Never*, *I'm Taking Off*, and *All American*.
*   **Ray Wilson** is mentioned to have released **two** solo live albums: *An Audience and Ray Wilson* and *Ray Wilson Live*. (The album *She* is credited to the band Stiltskin/Ray Wilson & Stiltskin).",Nick Carter,0.06557377049180328,0,15464,6,
1926,1926,1.0,1,4359,5,
Gangnam,Gangnam district,0.6666666666666666,0,4979,5,
The University of Oklahoma,University of Oklahoma,0.8571428571428571,0,4218,5,
The Genesis Flood,The Genesis Flood: The Biblical Record and its Scientific Implications,0.4615384615384615,0,3726,4,
"Marie Cornish was born in Wellington, New South Wales, which is 362 km from Sydney.",362 km,0.23529411764705882,0,4149,5,
"No, they do not. **Bellevalia** belongs to the family **Asparagaceae**, while **Pear** belongs to the family **Rosaceae**.",no,0.1111111111111111,0,3179,4,
"Both *Buried Treasure* and *Pawn Stars* are **reality television** shows. *Buried Treasure* is specifically an appraisal series, while *Pawn Stars* chronicles the daily activities of a pawn shop.",reality television,0.13333333333333333,0,3847,4,
1850,1850,1.0,1,16536,8,
,South America,0.0,0,863,1,Actor failed: APITimeoutError: Request timed out.
Bryan Beller,Bryan Beller,1.0,1,5511,4,
Battle of Monmouth,Battle of Monmouth,1.0,1,3962,4,
,Neil Abercrombie,0.0,0,1562,1,Actor failed: APITimeoutError: Request timed out.
Yes,yes,1.0,1,3667,4,
"Tobias Schweinsteiger's brother, Bastian Schweinsteiger, plays as a **midfielder** (specifically a central midfielder) for the Chicago Fire.",midfielder,0.1111111111111111,0,4529,5,
Benin,Benin,1.0,1,3115,4,
"Yes, both Thomas Keneally and Peter Straub are novelists.",yes,0.19999999999999998,0,3397,4,
Levi's Stadium,Levi's Stadium,1.0,1,5861,5,
,21 Demands,0.0,0,2930,1,Actor failed: APITimeoutError: Request timed out.
China,China,1.0,1,3263,4,
,Julio Saraceni,0.0,0,1767,1,Actor failed: APITimeoutError: Request timed out.
"The laboratory that houses The Tandem Van de Graaff is Brookhaven National Laboratory, which is located in **Upton, New York** (on Long Island).","Upton, New York",0.23076923076923078,0,4662,5,
"Daytona Beach, Florida (and Palm Springs, California)","Daytona Beach, Florida",0.6,0,4459,4,
Gay sex (or gay sexual practices),"gay sex, and the gay bear subculture",0.4615384615384615,0,5280,5,
American,American,1.0,1,4606,5,
Statesboro,"Statesboro, Georgia",0.6666666666666666,0,3077,4,
Crater Lake is most famous for its **deep blue color** and **water clarity**.,deep blue color,0.375,0,3068,4,
English,English actress,0.6666666666666666,0,5197,5,
"Yes, both magazines focus on topics relevant to women. **Women's Health** focuses on health, nutrition, fitness, sex, and lifestyle, while **MODE** was a fashion magazine aimed specifically at plus-size women.",yes,0.06451612903225806,0,4420,4,
"Based on the provided text, the ECTS grading scale is utilized by **European higher education institutions** (specifically those participating in the European Credit Transfer and Accumulation System framework).",Europe,0.0,0,7466,6,
Crenshaw,"""Crenshaw""",1.0,1,5693,5,
Boomerang,Boomerang Latin America,0.5,0,4583,4,
"""Subways"" is a song featured on the album **Wildflower** by the Australian electronic music group The Avalanches. While *Wildflower* is technically a studio album rather than a compilation, it is heavily characterized by its extensive use of sampling.",album,0.05128205128205127,0,7071,4,
"Reggie Lewis, who died of cardiac arrest during practice in 1993, played for the Boston Celtics from **1987 to 1993**.",from 1987 to 1993,0.33333333333333337,0,5185,5,
"Yes, both The Hives and Broder Daniel are from Sweden.",yes,0.18181818181818182,0,3624,4,
"Yes, both Bedhead and Hinder were rock bands. Bedhead was an indie rock band active from 1991 to 1998, while Hinder is a rock band formed in 2001.",yes,0.0689655172413793,0,3662,4,
Clint Eastwood,Clinton Eastwood Jr.,0.4,0,6017,5,
Rafael Nadal,"Rafael ""Rafa"" Nadal Parera",0.6666666666666666,0,3962,4,
Personal computer,computers,0.0,0,4368,4,
"Both Ox-tongue pastry and Youtiao are **deep-fried**. Ox-tongue pastry is made in a similar way to Youtiao, but with sugar added to the flour. Youtiao is a deep-fried strip of dough.",fried,0.0,0,4604,4,
Alan Parker,"Alan Parker,",1.0,1,4129,5,
Dante,Dante Bonfim Costa Santos (born 18 October 1983),0.2222222222222222,0,5538,5,
American,American,1.0,1,4197,5,
New York Giants,With the Giants he won Super Bowl XLVI,0.18181818181818182,0,9630,4,
2,two,0.0,0,4397,5,
Centre-back,centre-back,1.0,1,4654,5,
New York,New York,1.0,1,4813,5,
National Harbor,National Harbor,1.0,1,3084,4,
Wiliwili,Acacia koa,0.0,0,8990,6,
Washington,Washington,1.0,1,4344,4,
Super Bowl I,Super Bowl I,1.0,1,4949,4,
"The 2009 NBA draft, where Tywon Ronell Lawson was selected by the Minnesota Timberwolves, was held at the **WaMu Theatre at Madison Square Garden** in **New York City**.",the WaMu Theatre,0.19354838709677416,0,4382,5,
,Rashi Bunny,0.0,0,28087,16,Actor failed: APITimeoutError: Request timed out.
"Yes, **Jeffersonia** and **Andersonia** are two completely different plants. 

*   **Jeffersonia** (commonly known as twinleaf) is a genus of herbaceous perennial wildflowers in the barberry family (Berberidaceae) native to North America.
*   **Andersonia** is a genus of small evergreen shrubs in the heath family (Ericaceae) that is endemic to Western Australia. 

They differ in their family classification, physical growth habits, and native geographic regions.",yes,0.031746031746031744,0,3986,4,
The Upper Peninsula,The Upper Peninsula,1.0,1,3790,4,
Miami Gardens,"Glendale, Arizona",0.0,0,3590,4,
The Métis,Métis,0.6666666666666666,0,5127,5,
Crowned King of England,crowned,0.4,0,4765,4,
"The actor who played Albus Dumbledore, the founder and leader of the Order of the Phoenix, in the last six *Harry Potter* films is Michael Gambon. He was born on **October 19, 1940**.",19 October 1940,0.16666666666666669,0,3964,4,
,Push th' Little Daisies,0.0,0,3127,1,Actor failed: APITimeoutError: Request timed out.
Cable (Nathan Summers),Cable,0.5,0,3253,4,
"James Bridges was born first (February 3, 1936), while Brian Trenchard-Smith was born in 1946.",James Bridges,0.23529411764705882,0,3434,4,
Hogan's Heroes,Hogan's Heroes,1.0,1,3801,4,
Alan Ameche,Alan Ameche,1.0,1,4025,4,
"No, they are not in the same family. *Peraphyllum* belongs to the rose family (Rosaceae), while *Arthropodium* belongs to the family Asparagaceae.",no,0.08695652173913045,0,3009,4,
The band that released the album *This Is Your Way Out* is **Emarosa**. Their current guitarists are **ER White** (lead guitar) and **Marcellus Wallace** (rhythm guitar).,ER White,0.14285714285714288,0,5202,5,
,James Foley,0.0,0,4171,1,Actor failed: APITimeoutError: Request timed out.
Tennessee Williams,"""Tennessee"" Williams",1.0,1,3446,4,
