prediction,reference,f1,em,tokens_used,num_api_calls,error
Immanuel College,Immanuel College,1.0,1,4671,5,
"March 25, 1928","March 25, 1928",1.0,1,3520,4,
Apple TV,Apple TV,1.0,1,3559,4,
The Jaeger Corps,Jaeger Corps,0.8,0,3475,4,
"Victor A. Vyssotsky, Robert Morris Sr., and M. Douglas McIlroy",Bell Labs,0.0,0,3322,4,
Denis Johnson,Denis Johnson,1.0,1,2937,4,
Tony Scott,Tony Scott,1.0,1,7633,6,
King George V,George V,0.8,0,3530,4,
Western Division,Western Division,1.0,1,3117,4,
GamePro,GamePro,1.0,1,6401,6,
"Based on the context, Pierre Womé played in the top divisions in Italy, Spain, England, and Germany and is known for being ""a versatile and skillful left wingback"" and a ""journeyman.""",his speed on the ball,0.1111111111111111,0,6053,5,
"No, only Nelly Sachs won a Nobel Prize in Literature (1966). James Agee won a Pulitzer Prize but not the Nobel Prize.",no,0.08695652173913045,0,5161,5,
Edgewater,Edgewater,1.0,1,1912,3,
Lily Tomlin,"Mary Jean ""Lily"" Tomlin",0.6666666666666666,0,3101,4,
Hit Parader,Hit Parader,1.0,1,15203,9,
New York,New York,1.0,1,2292,3,
Yes,yes,1.0,1,2046,3,
Gregory Hines,Gregory Hines,1.0,1,4341,5,
CIA,Central Intelligence Agency,0.0,0,4094,4,
scoring goals,scoring goals,1.0,1,4102,5,
1957,1957,1.0,1,2047,3,
University of Washington,University of Washington,1.0,1,2340,3,
Yes,yes,1.0,1,2108,3,
Trouble Every Day,Trouble Every Day,1.0,1,3696,4,
David Jason,Sir David John White,0.3333333333333333,0,3364,4,
Sammy Wilson,Sammy Wilson,1.0,1,3374,4,
Renowned Torah and Talmudic scholar,Torah and Talmudic scholar,0.888888888888889,0,4099,4,
Sleeper Agent,Sleeper Agent,1.0,1,2002,3,
New Jersey,New Jersey,1.0,1,2703,4,
Denmark,Denmark,1.0,1,1710,3,
Dancing with the Stars (U.S. season 7),Dancing with the Stars,0.7272727272727273,0,3401,4,
Luigi Einaudi,Luigi Einaudi,1.0,1,2768,4,
1986,1986,1.0,1,3075,4,
Yes,yes,1.0,1,2119,3,
Erik Paulsen,Erik Paulsen,1.0,1,4889,5,
Mount Panorama and Wahluu,Mount Panorama and Wahluu,1.0,1,3189,4,
The Funtastic World of Hanna-Barbera,The Funtastic World of Hanna-Barbera,1.0,1,3249,4,
Amanda Curtis,Amanda Curtis,1.0,1,3411,4,
Mick Woodmansey,Mick Woodmansey,1.0,1,14295,8,
Kënga Magjike,Kënga Magjike,1.0,1,4627,5,
1945,1945,1.0,1,3336,4,
Donovan,Donovan,1.0,1,3026,4,
John Luessenhop,John Luessenhop,1.0,1,3530,4,
Rollo,Rollo,1.0,1,2991,4,
"American, American",American,0.6666666666666666,0,2316,3,
Primera División,Primera División,1.0,1,2980,4,
"Based on the context, Pablo Aurrecochea wears kits adorned with cartoon characters including Krusty the Clown. Krusty the Clown is a character from the animated television series ""The Simpsons,"" and is voiced by Dan Castellaneta.",Dan Castellaneta,0.1081081081081081,0,5555,5,
Defence of Fort M'Henry,Defence of Fort M'Henry,1.0,1,3377,4,
Brazil,Brazil,1.0,1,3067,4,
John Flamsteed,John Flamsteed,1.0,1,6514,6,
The Tarnished Eye,The Tarnished Eye,1.0,1,6069,6,
