prediction,reference,f1,em,tokens_used,num_api_calls,error
Disney's Animal Kingdom in the Walt Disney World Resort,Disney's Animal Kingdom in the Walt Disney World Resort.,1.0,1,2155,3,
Derry,Derry,1.0,1,3143,4,
Tennis player,tennis player,1.0,1,2020,3,
Gillette,Gillette,1.0,1,3271,4,
Philip Seymour Hoffman,Philip Seymour Hoffman,1.0,1,4273,4,
"Paradise, Nevada",Paradise,0.6666666666666666,0,3062,4,
5 April 1955,5 April 1955,1.0,1,3335,4,
Laveen,"Laveen, Arizona",0.6666666666666666,0,4509,5,
Music industry,musician,0.0,0,1918,3,
"November 12, 2010","November 12, 2010",1.0,1,1955,3,
swimmer,swimmer,1.0,1,3174,4,
Marloes Coenen,Marloes Coenen,1.0,1,2880,4,
South Korea,South Korean,0.5,0,2020,3,
1999,1999,1.0,1,2585,3,
Queen of Iceland,Queen of Iceland,1.0,1,2439,3,
"The network that first aired Digimon Fusion is TV Asahi, which is located in Japan.",based in New York City,0.1,0,3743,4,
Both professional tennis players.,professional tennis player,0.5714285714285715,0,2327,3,
United States,United States,1.0,1,2876,4,
Meena Rana is a famous Uttarakhandi singer who has sung many Garhwali and Kumaoni music albums and is considered one of the best female singers of Uttarakhand.,famous Uttarakhandi singer,0.19999999999999998,0,3073,4,
New Jersey State Police Museum,New Jersey State Police Museum,1.0,1,3924,4,
Professor Charles Xavier,Professor Charles Xavier,1.0,1,2275,3,
Samuel Alito,Samuel Anthony Alito Jr.,0.6666666666666666,0,3637,4,
"Looking at the information from the chunks I've read, neither Barnes v. Glen Theatre, Inc. nor Michigan v. EPA appears to be directly related to mutual organizations. 

- Barnes v. Glen Theatre, Inc. (1991) concerns First Amendment rights regarding public nudity regulations
- Michigan v. EPA (2015) concerns EPA regulatory processes and cost considerations
- Mutual organizations are based on the principle of mutuality where members derive rights through customer relationships

Neither case involves the legal status, regulation, or activities of mutual organizations or demutualization processes. The cases seem unrelated to the concept of mutual organizations.",United States Supreme Court,0.0,0,7765,7,
Yes,yes,1.0,1,2083,3,
2004,2004,1.0,1,3064,4,
"Alice Costandina ""Dina"" Titus is considered to be an American politician and United States Representative.",American politician,0.23529411764705882,0,4193,5,
1668,1668,1.0,1,4389,5,
cock of the game,cock of the game,1.0,1,8424,7,
England and Australia,England and Australia,1.0,1,6421,6,
As You Like It,As You Like It,1.0,1,3657,4,
Coal Creek War,Coal Creek War,1.0,1,2661,3,
Energy drink,energy drink,1.0,1,1841,3,
2005,2005,1.0,1,3981,4,
"Kurt Russell, Cesar Romero, Joe Flynn, and William Schallert.",Kurt Russell,0.3636363636363636,0,2538,3,
Dahlonega,Dahlonega,1.0,1,4533,5,
Southern Baptist Convention,The Ethics & Religious Liberty Commission,0.0,0,5021,5,
"German physicist, astronaut",physicist and astronaut,0.6666666666666666,0,1922,3,
Darkie Hutton,Envoy Richard 'Darkie’ Hutton,0.6666666666666666,0,3540,4,
The State of Georgia as part of the Georgia World Congress Center Authority,the State of Georgia as part of the Georgia World Congress Center Authority,1.0,1,2800,4,
2,two,0.0,0,2726,3,
Rob Quist,Robert Ernest Quist,0.4,0,9180,7,
Austria-Hungary,born in Austria-Hungary,0.5,0,1842,3,
"January 19, 1954","born January 19, 1954",0.8571428571428571,0,3547,4,
Battle of the Little Bighorn,Battle of the Little Bighorn,1.0,1,3711,4,
Film director,film director,1.0,1,2053,3,
FIDS,FIDS,1.0,1,3429,4,
Vladislav Galkin,Vladislav Galkin,1.0,1,3886,4,
,Gábor Ferenc Király,0.0,0,12872,10,Max steps reached without final answer
Celtic,Celtic tribe,0.6666666666666666,0,3367,4,
Mark Thompson,Mark John Thompson,0.8,0,3203,4,
"September 1, 2017","It was released on September 1, 2017 on Vital Records.",0.4615384615384615,0,7711,7,
Sexy Boy,Sexy Boy,1.0,1,7726,7,
"Based on the information from the available chunks:

Peter Benchley was an American **author and screenwriter**.
Ödön von Horváth was a German-writing Austro-Hungarian-born **playwright and novelist**.

The mutual occupation they share is **author** (or writer), as both wrote books - Benchley as a novelist and Horváth as a novelist.",novelist,0.04081632653061225,0,2149,3,
Commack,Commack,1.0,1,6428,6,
King of New York,King of New York,1.0,1,3510,4,
The Patty Duke Show,"""The Patty Duke Show""",1.0,1,3253,4,
rock,rock,1.0,1,6435,5,
The doctrine of Parliamentary privilege made headlines in relation to the arrest of Damian Green.,the doctrine of Parliamentary privilege,0.5,0,8718,7,
Sophia Amoruso,Sophia Christina Amoruso,0.8,0,3256,4,
SportAccord World Mind Games,SportAccord World Mind Games,1.0,1,2325,3,
1984,1984,1.0,1,2043,3,
Mitch Rapp,Mitch Rapp,1.0,1,4559,5,
Herbalife,Herbalife,1.0,1,3213,4,
Cartoon Network,Cartoon Network,1.0,1,2510,3,
Little Red Riding Hood,Cinderella,0.0,0,2165,3,
Saraghrar,Trivor,0.0,0,2284,3,
Stuart Sutcliffe,Stuart Sutcliffe,1.0,1,3202,4,
ETH Zurich,ETH Zurich,1.0,1,2349,3,
2004,2004,1.0,1,2219,3,
Yes,West,0.0,0,2303,3,
Carleton University,Carleton University,1.0,1,3929,4,
Castle Hill rebellion of 1804,Castle Hill convict rebellion,0.6666666666666665,0,3180,4,
Pikotaro,Pikotaro,1.0,1,3919,4,
genus and family in plant taxonomy,flowering plants,0.0,0,2367,3,
IndiGo,IndiGo,1.0,1,3699,4,
"Based on the available context information:

**Temple University:**
- John Barkley Means (professor of Liberal Arts from 1968-2003)
- David Ross Fryer (affiliated with Institute for the Study of Race and Social Thought and Center for Afro-Judaic Studies at Temple University)

**University of Engineering and Technology, Taxila:**
- No specific individuals mentioned in the context

**Center for Advanced Studies in Engineering:**
- No specific individuals mentioned in the context (though it is affiliated with UET Taxila)",Center for Advanced Studies In Engineering,0.15384615384615385,0,13549,6,
,Northumbria,0.0,0,24791,10,Max steps reached without final answer
Indian,Indian,1.0,1,1998,3,
Henry Clay,Henry Clay,1.0,1,3250,4,
"Based on the available information, zpizza is explicitly described as a pizza franchise, while MOD Pizza is described as a fast casual pizza restaurant chain with multiple locations but is not explicitly referred to as a franchise.",yes,0.0,0,2161,3,
"August 21, 1971","August 21, 1971",1.0,1,3475,4,
Wendy's,Wendy's,1.0,1,3639,4,
Eugen Bleuler,Eugen Bleuler,1.0,1,2522,3,
Christmas comedy film,comedy,0.5,0,1992,3,
Sprechgesang,Sprechgesang,1.0,1,2615,3,
Steve and Becky,Steve and Becky,1.0,1,1899,3,
The Tinsley Viaduct carries the A631 road over the Don Valley.,England,0.0,0,2079,3,
Portugal. The Man,Portugal. The Man,1.0,1,2129,3,
Fire & Rescue NSW,Fire & Rescue NSW,1.0,1,5064,5,
Negasonic Teenage Warhead,Negasonic Teenage Warhead,1.0,1,2036,3,
She's Gotta Have It,She's Gotta Have It,1.0,1,5208,5,
DC Comics character,DC Comics,0.8,0,2001,3,
Jimmy Eat World,Jimmy Eat World,1.0,1,2050,3,
17th Street Canal,17th Street Canal,1.0,1,3109,4,
William Calley Jr.,William Calley,0.8,0,3779,4,
Muammar Gaddafi,Muammar Gaddafi,1.0,1,2357,3,
,jet,0.0,0,14948,10,Max steps reached without final answer
1965,1907,0.0,0,3626,4,
Switzerland,Switzerland,1.0,1,2409,3,
Steve McQueen,"Terence Steven ""Steve"" McQueen",0.6666666666666666,0,3098,4,
"Mission, Kansas","Mission, Kansas",1.0,1,2166,3,
