prediction,reference,f1,em,tokens_used,num_api_calls,error
English,English actress,0.6666666666666666,0,6308,5,
Yes,yes,1.0,1,5990,4,
European countries,Europe,0.0,0,8880,6,
Crenshaw,"""Crenshaw""",1.0,1,6760,4,
Boomerang,Boomerang Latin America,0.5,0,5933,4,
"**Studio album** (specifically, *Wildflower* is the studio album by The Avalanches that features the song ""Subways"").",album,0.11764705882352941,0,18716,8,
1987 to 1993,from 1987 to 1993,0.8571428571428571,0,6055,5,
"Yes, both The Hives and Broder Daniel are from Sweden.",yes,0.18181818181818182,0,4237,4,
Yes,yes,1.0,1,4723,4,
Clint Eastwood,Clinton Eastwood Jr.,0.4,0,8438,4,
Rafael Nadal,"Rafael ""Rafa"" Nadal Parera",0.6666666666666666,0,5223,4,
Personal computer,computers,0.0,0,5650,4,
Both are deep-fried.,fried,0.0,0,5673,4,
Alan Parker,"Alan Parker,",1.0,1,5288,5,
Dante,Dante Bonfim Costa Santos (born 18 October 1983),0.2222222222222222,0,6344,4,
American,American,1.0,1,5273,5,
New York Giants,With the Giants he won Super Bowl XLVI,0.18181818181818182,0,5901,4,
2,two,0.0,0,5726,5,
Centre-back,centre-back,1.0,1,5370,5,
New York,New York,1.0,1,5742,5,
National Harbor,National Harbor,1.0,1,4270,4,
Wiliwili,Acacia koa,0.0,0,8321,5,
Washington,Washington,1.0,1,5841,5,
Super Bowl I,Super Bowl I,1.0,1,6265,4,
WaMu Theatre at Madison Square Garden in New York City,the WaMu Theatre,0.30769230769230765,0,5950,5,
Rashi Bunny,Rashi Bunny,1.0,1,22806,10,
"Yes, they are completely different plants. *Jeffersonia* is a genus of herbaceous perennial plants in the family Berberidaceae, while *Andersonia* is a genus of evergreen shrubs in the family Ericaceae endemic to Western Australia.",yes,0.05714285714285715,0,5501,4,
The Upper Peninsula,The Upper Peninsula,1.0,1,4911,4,
Miami Gardens,"Glendale, Arizona",0.0,0,7338,5,
Métis,Métis,1.0,1,5953,5,
crowned King of England,crowned,0.4,0,5492,4,
19 October 1940,19 October 1940,1.0,1,5137,4,
"""Push th' Little Daisies""",Push th' Little Daisies,1.0,1,6651,4,
Cable (Nathan Summers),Cable,0.5,0,5424,4,
James Bridges,James Bridges,1.0,1,4755,4,
Hogan's Heroes,Hogan's Heroes,1.0,1,4595,4,
,Alan Ameche,0.0,0,1963,1,Actor failed: APITimeoutError: Request timed out.
No,no,1.0,1,3773,4,
ER White and Marcellus Wallace,ER White,0.5714285714285715,0,5975,5,
,James Foley,0.0,0,0,0,Critic failed: APITimeoutError: APITimeoutError('Request timed out.')
Tennessee Williams,"""Tennessee"" Williams",1.0,1,4483,4,
