prediction,reference,f1,em,tokens_used,num_api_calls,error
Pitcher,pitcher,1.0,1,4674,5,
"No, neither are vegetables. **Melissa** is a genus of perennial herbs (commonly known as lemon balm) in the mint family, and **Darmera** is a genus of flowering plants (commonly known as Indian rhubarb or umbrella plant) primarily grown as ornamentals.",no,0.04878048780487806,0,4058,4,
Both Hess Corporation and Intuit are American companies.,American,0.2222222222222222,0,3804,4,
The British Army,the British Army,1.0,1,3187,4,
Rochdale A.F.C.,Rochdale Association Football Club,0.3333333333333333,0,4384,4,
2007,2007,1.0,1,3314,4,
Magazine,magazine,1.0,1,3696,4,
Elizabeth Olsen,Elizabeth Olsen,1.0,1,8891,5,
Anti,Anti,1.0,1,5710,5,
Bindy Johal,Bindy Johal,1.0,1,4306,4,
1,one estate,0.0,0,3808,4,
Marine Corps Air Station Yuma,Marine Corps Air Station Yuma,1.0,1,3872,4,
"2,902,400 square meters","Total space, 2,902,400 square meters",0.7499999999999999,0,3746,4,
"Based on the provided text, **A Charlie Brown Christmas** is the special explicitly noted as being produced by Lee Mendelson. While *Charlie Brown's Christmas Tales* is a 2002 special that often airs alongside it, the text specifically credits Lee Mendelson as the producer for *A Charlie Brown Christmas* (along with director Bill Melendez).",A Charlie Brown Christmas,0.14035087719298245,0,9612,5,
St. Louis,independent city,0.0,0,4432,4,
,QueerTelevision,0.0,0,3350,1,Actor failed: APITimeoutError: Request timed out.
Disney's Animal Kingdom,Disney's Animal Kingdom in the Walt Disney World Resort.,0.5,0,3552,4,
Derry,Derry,1.0,1,2982,4,
Tennis player,tennis player,1.0,1,3273,4,
Gillette,Gillette,1.0,1,3148,4,
Philip Seymour Hoffman,Philip Seymour Hoffman,1.0,1,4988,4,
Paradise,Paradise,1.0,1,2965,4,
5 April 1955,5 April 1955,1.0,1,4066,4,
,"Laveen, Arizona",0.0,0,6824,1,Actor failed: APITimeoutError: Request timed out.
Music,musician,0.0,0,3273,4,
"November 12, 2010","November 12, 2010",1.0,1,5247,5,
Swimmer,swimmer,1.0,1,3163,4,
Marloes Coenen,Marloes Coenen,1.0,1,4394,5,
South Korea,South Korean,0.5,0,5576,5,
1999,1999,1.0,1,3802,4,
Queen of Iceland,Queen of Iceland,1.0,1,3555,4,
"Tokyo, Japan",based in New York City,0.0,0,4900,4,
Professional tennis players and French Open champions,professional tennis player,0.4,0,12814,8,
United States,United States,1.0,1,3995,4,
"Meena Rana is a famous Uttarakhandi singer known for her contributions to the region's music, particularly through numerous Garhwali and Kumaoni music albums. She is widely regarded as one of the best female singers of Uttarakhand and is often referred to as the ""Lata Mangeshkar of Uttarakhand.""",famous Uttarakhandi singer,0.12,0,3437,4,
The New Jersey State Police Museum,New Jersey State Police Museum,0.9090909090909091,0,3559,4,
Patrick Stewart plays **Professor Charles Xavier** (also known as Professor X) in the **X-Men** film series.,Professor Charles Xavier,0.3157894736842105,0,3916,4,
Samuel Alito,Samuel Anthony Alito Jr.,0.6666666666666666,0,5144,5,
,United States Supreme Court,0.0,0,1149,1,Actor failed: APITimeoutError: Request timed out.
"Yes, it is true. Miho Hatori was born in Tokyo, Japan, and Daryl Braithwaite is from Australia.",yes,0.1111111111111111,0,3845,4,
2004,2004,1.0,1,2831,4,
,American politician,0.0,0,1436,1,Actor failed: APITimeoutError: Request timed out.
1668,1668,1.0,1,4988,5,
Gamecocks,cock of the game,0.0,0,7494,6,
,England and Australia,0.0,0,1145,1,Actor failed: APITimeoutError: Request timed out.
As You Like It,As You Like It,1.0,1,4895,5,
The Coal Creek War,Coal Creek War,0.8571428571428571,0,4423,4,
Venom Energy is an energy drink.,energy drink,0.5,0,2889,4,
2005,2005,1.0,1,3085,4,
Kurt Russell,Kurt Russell,1.0,1,3153,4,
Dahlonega,Dahlonega,1.0,1,3227,4,
Southern Baptist Convention,The Ethics & Religious Liberty Commission,0.0,0,5254,4,
Physicist and astronaut,physicist and astronaut,1.0,1,3530,4,
"Richard ""Darkie"" Hutton",Envoy Richard 'Darkie’ Hutton,0.8571428571428571,0,5049,4,
"The 2003 SEC Championship Game was played at the Georgia Dome, which was owned and operated by the **State of Georgia** (specifically through the Georgia World Congress Center Authority).",the State of Georgia as part of the Georgia World Congress Center Authority,0.47619047619047616,0,4703,5,
Two volumes,two,0.6666666666666666,0,3465,4,
Rob Quist,Robert Ernest Quist,0.4,0,5560,5,
Friedrich Hayek was born in **Austria-Hungary** (specifically in Vienna).,born in Austria-Hungary,0.5,0,13543,8,
"January 19, 1954","born January 19, 1954",0.8571428571428571,0,4262,4,
The Battle of the Little Bighorn,Battle of the Little Bighorn,0.9090909090909091,0,5271,5,
Film director,film director,1.0,1,3561,4,
The Falkland Islands Dependencies Survey (FIDS),FIDS,0.2857142857142857,0,3776,4,
Vladislav Galkin,Vladislav Galkin,1.0,1,4796,5,
,Gábor Ferenc Király,0.0,0,1493,1,Actor failed: APITimeoutError: Request timed out.
,Celtic tribe,0.0,0,947,1,Actor failed: APITimeoutError: Request timed out.
Mark Thompson,Mark John Thompson,0.8,0,3879,4,
"September 1, 2017","It was released on September 1, 2017 on Vital Records.",0.4615384615384615,0,4431,4,
"The song is ""**Sexy Boy**"".",Sexy Boy,0.5714285714285715,0,7699,6,
Novelist (or Author),novelist,0.5,0,4548,4,
Commack,Commack,1.0,1,5253,4,
King of New York,King of New York,1.0,1,4499,4,
The Patty Duke Show,"""The Patty Duke Show""",1.0,1,3228,4,
Rock,rock,1.0,1,7345,5,
The doctrine of Parliamentary privilege has made headlines in relation to the arrest of Damian Green.,the doctrine of Parliamentary privilege,0.47619047619047616,0,8653,6,
Sophia Amoruso,Sophia Christina Amoruso,0.8,0,3739,4,
The SportAccord World Mind Games,SportAccord World Mind Games,0.888888888888889,0,5085,5,
1984,1984,1.0,1,4002,4,
The fictional character is **Mitch Rapp**.,Mitch Rapp,0.5,0,4487,4,
Herbalife,Herbalife,1.0,1,4774,5,
Cartoon Network,Cartoon Network,1.0,1,4030,4,
,Cinderella,0.0,0,2634,1,Actor failed: APITimeoutError: Request timed out.
,Trivor,0.0,0,943,1,Actor failed: APITimeoutError: Request timed out.
Stuart Sutcliffe,Stuart Sutcliffe,1.0,1,4191,4,
ETH Zurich,ETH Zurich,1.0,1,4844,5,
2004,2004,1.0,1,3305,4,
"Yes, both the Main Line of Public Works (located in Pennsylvania) and the Sacramento Deep Water Ship Channel (located in California) are in the United States.",West,0.0,0,3826,4,
Carleton University,Carleton University,1.0,1,3865,4,
The Castle Hill convict rebellion (also known as the Castle Hill rebellion),Castle Hill convict rebellion,0.5,0,4673,5,
Pikotaro,Pikotaro,1.0,1,3587,4,
"They are plant taxa (Sparganium is a genus of flowering plants, and Cyperaceae is a family of flowering plants).",flowering plants,0.1904761904761905,0,4813,4,
IndiGo,IndiGo,1.0,1,5603,5,
Center for Advanced Studies in Engineering,Center for Advanced Studies In Engineering,1.0,1,5419,4,
Northumbria,Northumbria,1.0,1,21362,9,
,Indian,0.0,0,1670,1,Actor failed: APITimeoutError: Request timed out.
Henry Clay,Henry Clay,1.0,1,3814,4,
"No. According to the provided text, Zpizza is a pizza franchise, but MOD Pizza is described only as a fast casual pizza restaurant chain.",yes,0.0,0,13813,9,
"August 21, 1971","August 21, 1971",1.0,1,3211,4,
Wendy's,Wendy's,1.0,1,4483,4,
Eugen Bleuler,Eugen Bleuler,1.0,1,3888,4,
Christmas comedy,comedy,0.6666666666666666,0,3361,4,
Carl Hancock Rux used a gospel-influenced **Sprechgesang** style in his debut album *Rux Revue*.,Sprechgesang,0.13333333333333333,0,6883,5,
Steve and Becky,Steve and Becky,1.0,1,3209,4,
The A631 road runs over the Tinsley Viaduct. The viaduct is a two-tier bridge that carries both the M1 motorway and the A631 road over the Don Valley in Sheffield.,England,0.0,0,4513,5,
Portugal. The Man,Portugal. The Man,1.0,1,4931,5,
Fire & Rescue NSW,Fire & Rescue NSW,1.0,1,4875,5,
Negasonic Teenage Warhead,Negasonic Teenage Warhead,1.0,1,3127,4,
She's Gotta Have It,She's Gotta Have It,1.0,1,4873,4,
DC Comics,DC Comics,1.0,1,3676,4,
Jimmy Eat World,Jimmy Eat World,1.0,1,3161,4,
The 17th Street Canal,17th Street Canal,0.8571428571428571,0,4515,4,
William Calley,William Calley,1.0,1,4450,4,
Muammar Gaddafi,Muammar Gaddafi,1.0,1,3237,4,
,jet,0.0,0,1495,1,Actor failed: APITimeoutError: Request timed out.
1907,1907,1.0,1,6611,5,
Switzerland,Switzerland,1.0,1,4092,4,
Steve McQueen,"Terence Steven ""Steve"" McQueen",0.6666666666666666,0,4435,4,
"Mission, Kansas","Mission, Kansas",1.0,1,4399,5,
